L(0,1)		F(1,1)		L(0,2)		L(0,3)		L(0,4)		L(0,5)		F(1,2)		F(1,3)		F(1,4)		F(1,5)		F(1,6)		F(1,7)		T(0,2)	
270  Points		295  Points		257  Points		212  Points		123  Points		95  Points		264  Points		238  Points		224  Points		196  Points		188  Points		116  Points		194  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.0055213	3.59992	0.0040241	0.312886	0.438837	576.277	1.06295	331.792	1.11931	430.995	1.91985	1188.78	0.237251	130.767	0.467596	255.537	0.575915	318.821	1.14939	318.701	1.31187	371.31	1.47369	6227.9	1.19291	533.77
0.019531	3.59961	0.00673838	0.40221	0.438852	94.3031	1.06298	149.804	1.11963	172.539	1.91986	348.615	0.238034	41.7134	0.467752	81.7465	0.576032	101.085	1.14959	153.308	1.31204	176.701	1.47371	356.938	1.19298	194.708
0.033531	3.59852	0.0100703	0.487774	0.43889	51.3576	1.06303	96.7452	1.12022	107.908	1.91989	204.26	0.239612	24.9633	0.468071	48.6858	0.576273	60.0869	1.14994	100.954	1.31233	115.958	1.47377	183.741	1.19311	119.083
0.0475159	3.59693	0.0139642	0.569091	0.438952	35.2915	1.0631	71.4447	1.12109	78.5436	1.91993	144.449	0.241951	17.9346	0.468551	34.6915	0.576637	42.7684	1.15043	75.2761	1.31274	86.3107	1.47386	123.719	1.19329	85.779
0.0614781	3.59474	0.0183618	0.645866	0.439041	26.8855	1.0632	56.6369	1.12222	61.7771	1.91999	111.734	0.245005	14.0947	0.469196	26.9678	0.577126	33.2161	1.15107	60.0296	1.31327	68.7518	1.474	93.2605	1.19355	67.0403
0.0754112	3.59197	0.0232065	0.71798	0.439163	21.7169	1.06332	46.9162	1.12361	50.9396	1.92006	91.1032	0.24872	11.6907	0.470006	22.0759	0.577744	27.1662	1.15184	49.9343	1.31392	57.1426	1.47416	74.8411	1.19386	55.0278
0.0893073	3.58858	0.0284424	0.785396	0.439324	18.2184	1.06348	40.0459	1.12526	43.363	1.92014	76.9049	0.253034	10.0542	0.470982	18.7027	0.578491	22.9932	1.15275	42.7591	1.31469	48.899	1.47437	62.5015	1.19423	46.6721
0.103157	3.58451	0.0340192	0.848228	0.439531	15.694	1.06366	34.933	1.12717	37.7714	1.92024	66.5368	0.257884	8.87442	0.472127	16.2384	0.579372	19.9431	1.1538	37.3987	1.31559	42.7444	1.47462	53.6585	1.19466	40.5249
0.116952	3.57972	0.0391197	0.899347	0.439793	13.7873	1.06388	30.9801	1.12933	33.4774	1.92036	58.6333	0.263204	7.98765	0.473443	14.3612	0.580391	17.6178	1.15498	33.2432	1.3166	37.9751	1.4749	47.0108	1.19516	35.8133
0.130682	3.57418	0.0436227	0.940363	0.440121	12.2971	1.06413	27.833	1.13174	30.0784	1.92049	52.4091	0.268933	7.29934	0.474932	12.8851	0.581552	15.7878	1.1563	29.9283	1.31774	34.1717	1.47522	41.8315	1.19572	32.0877
0.144335	3.5678	0.0474422	0.972574	0.440528	11.1012	1.06443	25.2683	1.13438	27.3224	1.92063	47.3805	0.274212	6.81524	0.476596	11.6953	0.582862	14.3112	1.15774	27.2232	1.319	31.0687	1.47558	37.6828	1.19633	29.0682
0.157899	3.56051	0.050518	0.996991	0.441028	10.1212	1.06476	23.1384	1.13726	25.044	1.92079	43.2333	0.278894	6.46688	0.478437	10.7169	0.584326	13.0957	1.15931	24.9745	1.32039	28.4894	1.47598	34.2851	1.19701	26.5717
0.171357	3.55223	0.0528085	1.01437	0.441639	9.30412	1.06514	21.3415	1.14037	23.13	1.92096	39.7544	0.282875	6.21467	0.480458	9.89912	0.585951	12.0785	1.16101	23.0761	1.3219	26.3124	1.47641	31.4517	1.19775	24.4737
0.184693	3.54284	0.0542863	1.02523	0.44238	8.61346	1.06556	19.8054	1.1437	21.5002	1.92114	36.7945	0.286086	6.03457	0.482659	9.2062	0.587747	11.2157	1.16282	21.4526	1.32353	24.4506	1.47689	29.053	1.19855	22.6859
0.197887	3.53221	0.0564264	1.04052	0.443274	8.02287	1.06602	18.4773	1.14725	20.0966	1.92134	34.2455	0.288478	5.91169	0.48504	8.61227	0.58972	10.4753	1.16475	20.0486	1.32529	22.8409	1.4774	26.9961	1.19941	21.1445
0.210916	3.52022	0.0587726	1.0567	0.444347	7.51304	1.06653	17.3179	1.15102	18.8756	1.92155	32.0275	0.290022	5.83692	0.487603	8.09813	0.591882	9.83384	1.16679	18.8227	1.32718	21.4356	1.47795	25.2131	1.20033	19.802
0.223753	3.50668	0.0619942	1.07798	0.445629	7.06948	1.06709	16.297	1.15499	17.8044	1.92178	30.0799	0.292257	5.73432	0.490346	7.64924	0.594244	9.2734	1.16894	17.7433	1.3292	20.1984	1.47855	23.6527	1.20131	18.6225
0.236368	3.4914	0.0661163	1.10377	0.446944	6.72831	1.0677	15.3914	1.15917	16.8574	1.92201	28.3562	0.294708	5.62889	0.493266	7.25434	0.596817	8.78026	1.1712	16.7859	1.33134	19.1012	1.47918	22.2759	1.20236	17.578
0.248724	3.47419	0.0711638	1.13333	0.448229	6.46622	1.06835	14.5826	1.16355	16.0146	1.92227	26.8198	0.298072	5.49473	0.49636	6.90461	0.599614	8.34365	1.17355	15.931	1.33362	18.1219	1.47986	21.0521	1.20346	16.6469
0.260782	3.45479	0.0771613	1.16587	0.449421	6.26725	1.06905	13.8561	1.16812	15.26	1.92253	25.4419	0.302369	5.33866	0.499192	6.63114	0.60265	7.95506	1.176	15.1631	1.33602	17.2426	1.48058	19.9573	1.20462	15.8117
0.272495	3.43295	0.0841294	1.20055	0.450453	6.12029	1.0698	13.1999	1.17288	14.5808	1.92281	24.1992	0.30762	5.16756	0.501702	6.418	0.605939	7.60762	1.17855	14.4697	1.33855	16.449	1.48134	18.9722	1.20584	15.0584
0.283813	3.40841	0.0911733	1.23261	0.451266	6.01768	1.0706	12.6044	1.17782	13.9665	1.9231	23.0727	0.313836	4.9878	0.503842	6.25409	0.609497	7.29578	1.18118	13.8407	1.34121	15.7294	1.48214	18.0812	1.20712	14.3757
0.294683	3.38092	0.0982783	1.26225	0.451811	5.95432	1.07145	12.0617	1.18294	13.4084	1.9234	22.0468	0.321017	4.80472	0.505573	6.13169	0.61334	7.01495	1.18389	13.2674	1.344	15.0741	1.48299	17.2715	1.20846	13.7541
0.30505	3.35026	0.105432	1.28966	0.452632	5.86626	1.07234	11.5651	1.18824	12.8994	1.92372	21.1087	0.32822	4.64211	0.506868	6.04547	0.617482	6.76134	1.18669	12.7429	1.34692	14.475	1.48388	16.5325	1.20986	13.1859
0.313632	3.32081	0.112623	1.31501	0.453574	5.77444	1.07329	11.109	1.19371	12.4334	1.92404	20.2475	0.335418	4.4964	0.507705	5.99188	0.621349	6.56005	1.18956	12.2613	1.34998	13.9253	1.48482	15.8554	1.21132	12.6646
0.320592	3.29367	0.119842	1.33848	0.454943	5.65576	1.07428	10.6886	1.19934	12.0054	1.92438	19.4543	0.342589	4.36478	0.508922	5.91693	0.624841	6.40151	1.1925	11.8175	1.35315	13.4193	1.48581	15.2328	1.21284	12.1846
0.326088	3.26982	0.127081	1.3602	0.456832	5.5153	1.07532	10.3001	1.20514	11.611	1.92474	18.7212	0.34971	4.24501	0.510259	5.83813	0.62787	6.27874	1.19551	11.4073	1.35646	12.9522	1.48684	14.6585	1.21441	11.7413
0.330262	3.25006	0.134334	1.38032	0.459366	5.35885	1.07641	9.93999	1.21109	11.2466	1.9251	18.0418	0.356764	4.13527	0.512103	5.73517	0.630356	6.18665	1.19858	11.0271	1.3599	12.5197	1.48793	14.1271	1.21604	11.3308
0.333234	3.23505	0.141594	1.39897	0.462721	5.19253	1.07755	9.60526	1.21719	10.909	1.92547	17.4102	0.363739	4.03412	0.514474	5.61147	0.632237	6.1216	1.20171	10.6737	1.36346	12.1182	1.48906	13.6341	1.21774	10.9494
0.335091	3.22523	0.148855	1.41626	0.467126	5.02259	1.07874	9.2934	1.22345	10.5955	1.92586	16.8217	0.370622	3.94037	0.517393	5.47079	0.633464	6.0811	1.2049	10.3444	1.36714	11.7447	1.49025	13.1754	1.21948	10.5944
0.337702	3.21084	0.156115	1.43229	0.472179	4.87299	1.07997	9.00216	1.22984	10.3036	1.92626	16.272	0.377408	3.85307	0.520882	5.317	0.635261	6.02439	1.20814	10.0368	1.37095	11.3963	1.4915	12.7478	1.22129	10.2631
0.34046	3.19484	0.16337	1.44718	0.477923	4.74181	1.08125	8.72961	1.23638	10.0312	1.92667	15.7574	0.384091	3.77144	0.524958	5.15384	0.637259	5.9647	1.21142	9.74892	1.37487	11.0708	1.4928	12.3482	1.22316	9.95319
0.344077	3.1725	0.170617	1.461	0.484391	4.62729	1.08257	8.47403	1.24305	9.77662	1.92709	15.2746	0.390669	3.69483	0.529093	5.00326	0.640049	5.88666	1.21476	9.47886	1.37891	10.7659	1.49417	11.974	1.22508	9.66279
0.348435	3.14339	0.177853	1.47384	0.491595	4.52776	1.08395	8.23392	1.24985	9.53815	1.92752	14.8208	0.397146	3.62272	0.53327	4.86375	0.643699	5.79285	1.21814	9.22505	1.38306	10.4798	1.4956	11.6229	1.22706	9.39012
0.353392	3.10706	0.185077	1.48578	0.499527	4.4416	1.08537	8.00795	1.25678	9.31438	1.92797	14.3935	0.403522	3.55469	0.537472	4.73402	0.648298	5.68628	1.22156	8.98608	1.38731	10.2109	1.49709	11.2929	1.22909	9.13364
0.358789	3.06317	0.192286	1.49689	0.508159	4.36721	1.08683	7.79492	1.26384	9.10405	1.92842	13.9904	0.409805	3.49036	0.541686	4.613	0.65395	5.57015	1.22502	8.76069	1.39167	9.95774	1.49866	10.9823	1.23118	8.89199
0.364473	3.01162	0.199481	1.50722	0.517446	4.30309	1.08834	7.59379	1.27101	8.90603	1.92889	13.6095	0.416002	3.42945	0.545899	4.49973	0.660777	5.44769	1.22851	8.54775	1.39612	9.71894	1.50031	10.6895	1.23333	8.66395
0.369671	2.9594	0.206659	1.51685	0.527334	4.24783	1.0899	7.4036	1.2783	8.71933	1.92937	13.249	0.42212	3.37171	0.550101	4.39342	0.667962	5.33572	1.23204	8.34628	1.40067	9.49334	1.50203	10.413	1.23553	8.44842
0.37445	2.90707	0.213821	1.52583	0.537758	4.20012	1.09151	7.22352	1.28571	8.54302	1.92986	12.9074	0.42817	3.31692	0.554286	4.29338	0.675498	5.23321	1.2356	8.15538	1.40529	9.27987	1.50384	10.1516	1.23779	8.24444
0.378877	2.85517	0.220966	1.53421	0.548656	4.15881	1.09316	7.05278	1.29322	8.37632	1.93036	12.5832	0.434162	3.26489	0.558447	4.19902	0.683373	5.13926	1.23919	7.97424	1.40998	9.07755	1.50574	9.90427	1.2401	8.05112
0.383017	2.80413	0.228095	1.54204	0.559965	4.12289	1.09485	6.89069	1.30084	8.21848	1.93088	12.2751	0.440105	3.21547	0.562583	4.10984	0.691573	5.05302	1.24282	7.80214	1.41474	8.88552	1.50775	9.66988	1.24247	7.86769
0.386929	2.75428	0.235208	1.54935	0.571628	4.09152	1.09637	6.75601	1.30856	8.06886	1.93141	11.982	0.44601	3.16851	0.566694	4.02542	0.700083	4.97376	1.24647	7.63844	1.41955	8.70297	1.50986	9.44759	1.24489	7.69341
0.390666	2.70592	0.242305	1.5562	0.583593	4.06394	1.09769	6.64573	1.31638	7.92684	1.93195	11.7028	0.451887	3.12389	0.57078	3.94537	0.708885	4.90078	1.25015	7.48252	1.42439	8.52916	1.51208	9.23658	1.24736	7.52764
0.394275	2.65922	0.249386	1.56262	0.595815	4.03957	1.0988	6.55753	1.3243	7.79189	1.9325	11.4365	0.457745	3.08147	0.574845	3.86936	0.717962	4.83347	1.25386	7.33387	1.42926	8.36342	1.51444	9.03613	1.24989	7.3698
0.397796	2.61435	0.256453	1.56865	0.608254	4.01787	1.09969	6.48963	1.33231	7.66352	1.93307	11.1823	0.463594	3.04116	0.578891	3.79712	0.727295	4.77128	1.25759	7.19199	1.43415	8.20512	1.51693	8.84559	1.25247	7.21935
0.401264	2.57136	0.263507	1.57432	0.620875	3.99845	1.10035	6.44069	1.34041	7.54128	1.93366	10.9394	0.469442	3.00286	0.582923	3.72838	0.736866	4.71371	1.26135	7.05644	1.43902	8.05368	1.51958	8.66437	1.25511	7.0758
0.404708	2.53032	0.270548	1.57965	0.633648	3.98092	1.10078	6.40981	1.3486	7.42476	1.93426	10.707	0.475296	2.96645	0.586945	3.66292	0.746656	4.66031	1.26514	6.9268	1.44388	7.90859	1.52239	8.49193	1.2578	6.93871
0.408153	2.49124	0.277578	1.58468	0.646549	3.96502	1.10139	6.366	1.35687	7.31357	1.93488	10.4846	0.481164	2.93185	0.590961	3.60053	0.756648	4.61067	1.26846	6.81838	1.4487	7.76935	1.52537	8.32779	1.26018	6.82418
0.411619	2.45409	0.284597	1.58944	0.659555	3.95049	1.10207	6.31914	1.36522	7.20739	1.93551	10.2714	0.487051	2.89897	0.594977	3.54103	0.766825	4.56443	1.27131	6.72911	1.45346	7.6355	1.52856	8.17152	1.26225	6.72999
0.415126	2.41887	0.291607	1.59394	0.672649	3.93713	1.103	6.25665	1.37365	7.10589	1.93616	10.0669	0.492964	2.86773	0.598997	3.48424	0.777171	4.52126	1.27368	6.65738	1.45814	7.50663	1.53194	8.02271	1.26398	6.65439
0.418687	2.38552	0.29861	1.59822	0.685812	3.92476	1.10419	6.17959	1.38216	7.00878	1.93684	9.87067	0.498906	2.83804	0.603024	3.43001	0.787669	4.48088	1.27556	6.60196	1.46274	7.38237	1.53556	7.88099	1.26536	6.59601
0.422314	2.35398	0.305606	1.60228	0.699031	3.91325	1.10565	6.08925	1.39073	6.91579	1.93753	9.68216	0.504884	2.80983	0.607063	3.3782	0.798307	4.44302	1.27694	6.56192	1.46723	7.26238	1.53941	7.74601	1.26638	6.55385
0.426017	2.3242	0.312598	1.60616	0.712294	3.90247	1.1074	5.98705	1.39827	6.83792	1.93825	9.50095	0.510898	2.78302	0.611118	3.32867	0.809069	4.40744	1.27783	6.5366	1.4716	7.14635	1.5435	7.61744	1.26704	6.52721
0.429805	2.29611	0.319585	1.60987	0.725589	3.89231	1.10945	5.87452	1.40473	6.77376	1.93899	9.32665	0.516953	2.75754	0.615192	3.2813	0.819944	4.37394	1.27911	6.50062	1.47585	7.03401	1.54786	7.49496	1.26799	6.48936
0.433683	2.26964	0.32657	1.61343	0.738908	3.88269	1.11155	5.76678	1.41011	6.72216	1.93976	9.15888	0.523051	2.73332	0.619289	3.23597	0.830919	4.34233	1.2805	6.46205	1.47944	6.93895	1.55247	7.37826	1.26903	6.4488
0.437657	2.24471	0.333554	1.61684	0.752241	3.87353	1.11369	5.66354	1.41437	6.68228	1.94055	8.99729	0.529193	2.71029	0.62341	3.19258	0.841982	4.31243	1.2824	6.41048	1.48242	6.8599	1.55736	7.26705	1.27046	6.39461
0.441729	2.22125	0.340539	1.62013	0.76558	3.86476	1.11589	5.56455	1.41752	6.65345	1.94138	8.84156	0.535382	2.6884	0.627559	3.15102	0.853124	4.2841	1.28482	6.34669	1.48482	6.79584	1.5625	7.16101	1.27228	6.32762
0.445903	2.1992	0.347525	1.62331	0.778918	3.85632	1.11813	5.46957	1.41954	6.63521	1.94224	8.69141	0.541617	2.66757	0.631739	3.1112	0.864335	4.25719	1.28775	6.2716	1.48669	6.74601	1.56791	7.05987	1.2745	6.24883
0.45018	2.17848	0.354514	1.62639	0.792248	3.84817	1.12042	5.37837	1.42244	6.60929	1.94313	8.54654	0.5479	2.64776	0.635951	3.07304	0.875604	4.23157	1.29121	6.18626	1.48804	6.70983	1.57283	6.9755	1.27715	6.15938
0.454561	2.15901	0.361508	1.62938	0.805564	3.84024	1.12275	5.29075	1.42561	6.58149	1.94406	8.40671	0.55423	2.6289	0.640197	3.03645	0.886924	4.20715	1.2952	6.09181	1.4889	6.68687	1.57718	6.9062	1.28023	6.06049
