Sym		Asym		Mode 1		Mode 2		Mode 3		Mode 4		Mode 5		Mode 6	
502  Points		543  Points		494  Points		448  Points		261  Points		257  Points		223  Points		224  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.98033	1.96191	1.89388	1.83899	2.03302	2.01503	2.2844	2.26369								
1.98547	1.96226	1.89806	1.83868	2.03785	2.01493	2.28832	2.2621								
1.99061	1.96259	1.90223	1.83837	2.04267	2.01483	2.29225	2.26052								
1.99575	1.96293	1.90641	1.83806	2.0475	2.01474	2.29619	2.25895								
2.00088	1.96326	1.91058	1.83775	2.05234	2.01465	2.30013	2.2574								
2.00602	1.96359	1.91474	1.83744	2.05718	2.01457	2.30407	2.25586								
2.01115	1.96392	1.91891	1.83712	2.06203	2.01449	2.30802	2.25433								
2.01629	1.96424	1.92306	1.83681	2.06688	2.01442	2.31198	2.25282								
2.02142	1.96456	1.92722	1.83649	2.07174	2.01436	2.31594	2.25132								
2.02655	1.96488	1.93137	1.83617	2.0766	2.0143	2.31991	2.24983								
2.03168	1.9652	1.93552	1.83585	2.08147	2.01425	2.32388	2.24835								
2.0368	1.96551	1.93967	1.83553	2.08634	2.0142	2.32785	2.24688								
2.04193	1.96582	1.94382	1.8352	2.09122	2.01415	2.33183	2.24542								
2.04705	1.96612	1.94796	1.83488	2.0961	2.01411	2.33582	2.24398								
2.05218	1.96643	1.9521	1.83455	2.10099	2.01407	2.33981	2.24255								
2.0573	1.96673	1.95623	1.83423	2.10588	2.01404	2.3438	2.24112								
2.06242	1.96702	1.96037	1.8339	2.11077	2.01401	2.3478	2.23971								
2.06753	1.96732	1.9645	1.83357	2.11567	2.01399	2.35181	2.23831								
2.07265	1.96761	1.96863	1.83324	2.12057	2.01397	2.35582	2.23693								
2.07777	1.9679	1.97275	1.83291	2.12548	2.01396	2.35983	2.23555								
2.08288	1.96819	1.97688	1.83258	2.13039	2.01394	2.36385	2.23418								
2.08799	1.96847	1.981	1.83225	2.1353	2.01394	2.36788	2.23283								
2.0931	1.96875	1.98512	1.83192	2.14022	2.01393	2.3719	2.23148								
2.09821	1.96903	1.98924	1.83159	2.14514	2.01393	2.37594	2.23015								
2.10332	1.9693	1.99335	1.83126	2.15007	2.01393	2.37997	2.22882								
2.10842	1.96957	1.99747	1.83092	2.155	2.01394	2.38402	2.22751								
2.11352	1.96984	2.00158	1.83059	2.15993	2.01395	2.38806	2.22621								
2.11863	1.97011	2.00569	1.83026	2.16487	2.01396	2.39211	2.22491								
2.12372	1.97037	2.00979	1.82992	2.16981	2.01398	2.39617	2.22363								
2.12882	1.97063	2.0139	1.82959	2.17475	2.014	2.40023	2.22236								
2.13392	1.97089	2.018	1.82926	2.1797	2.01402										
2.13901	1.97114	2.02211	1.82892	2.18465	2.01404										
2.1441	1.9714	2.02621	1.82859	2.1896	2.01407										
2.1492	1.97165	2.0303	1.82825	2.19456	2.0141										
2.15428	1.97189	2.0344	1.82792	2.19951	2.01413										
2.15937	1.97214	2.0385	1.82758	2.20448	2.01417										
2.16446	1.97238	2.04259	1.82725	2.20944	2.0142										
2.16954	1.97261	2.04668	1.82691	2.21441	2.01424										
2.17462	1.97285	2.05077	1.82658	2.21938	2.01429										
2.1797	1.97308	2.05486	1.82625	2.22435	2.01433										
2.18477	1.97331	2.05895	1.82591	2.22933	2.01438										
2.18985	1.97354	2.06304	1.82558	2.23431	2.01443										
2.19492	1.97376	2.06712	1.82525	2.23929	2.01448										
2.19999	1.97398	2.07121	1.82491	2.24427	2.01453										
2.20506	1.9742	2.07529	1.82458	2.24926	2.01459										
2.21013	1.97441	2.07937	1.82425	2.25424	2.01464										
2.21519	1.97462	2.08345	1.82392	2.25924	2.0147										
2.22025	1.97483	2.08753	1.82359	2.26423	2.01476										
2.22531	1.97504	2.09161	1.82326	2.26922	2.01482										
2.23037	1.97524	2.09569	1.82293	2.27422	2.01489										
2.23542	1.97544	2.09976	1.8226	2.27922	2.01495										
2.24048	1.97564	2.10384	1.82227	2.28422	2.01502										
2.24553	1.97583	2.10791	1.82194	2.28923	2.01509										
2.25058	1.97603	2.11199	1.82161	2.29423	2.01516										
2.25562	1.97622	2.11606	1.82128	2.29924	2.01523										
2.26067	1.9764	2.12013	1.82096	2.30425	2.0153										
2.26571	1.97658	2.1242	1.82063	2.30926	2.01538										
2.27074	1.97676	2.12827	1.8203	2.31427	2.01545										
2.27578	1.97694	2.13234	1.81998	2.31929	2.01553										
2.28081	1.97712	2.13641	1.81966	2.3243	2.01561										
2.28585	1.97729	2.14048	1.81933	2.32932	2.01569										
2.29087	1.97746	2.14454	1.81901	2.33434	2.01577										
2.2959	1.97762	2.14861	1.81869	2.33936	2.01585										
2.30092	1.97778	2.15267	1.81837	2.34439	2.01593										
2.30594	1.97794	2.15674	1.81805	2.34941	2.01601										
2.31096	1.9781	2.1608	1.81773	2.35444	2.0161										
2.31598	1.97825	2.16487	1.81741	2.35947	2.01618										
2.32099	1.9784	2.16893	1.81709	2.3645	2.01627										
2.326	1.97855	2.17299	1.81677	2.36953	2.01636										
2.33101	1.9787	2.17706	1.81646	2.37456	2.01645										
2.33601	1.97884	2.18112	1.81614	2.37959	2.01653										
2.34101	1.97898	2.18518	1.81583	2.38463	2.01662										
2.34601	1.97911	2.18924	1.81552	2.38966	2.01671										
2.351	1.97924	2.1933	1.8152	2.3947	2.0168										
2.356	1.97937	2.19736	1.81489	2.39974	2.01689										
2.36099	1.9795	2.20142	1.81458	2.40478	2.01699										
2.36597	1.97962	2.20548	1.81427												
2.37096	1.97974	2.20954	1.81396												
2.37594	1.97986	2.2136	1.81365												
2.38091	1.97998	2.21765	1.81335												
2.38589	1.98009	2.22171	1.81304												
2.39086	1.98019	2.22577	1.81274												
2.39582	1.9803	2.22983	1.81243												
2.40079	1.9804	2.23388	1.81213												
		2.23794	1.81183												
		2.242	1.81153												
		2.24605	1.81123												
		2.25011	1.81093												
		2.25416	1.81063												
		2.25822	1.81033												
		2.26228	1.81004												
		2.26633	1.80974												
		2.27039	1.80945												
		2.27444	1.80916												
		2.2785	1.80887												
		2.28255	1.80857												
		2.28661	1.80829												
		2.29066	1.808												
		2.29472	1.80771												
		2.29877	1.80742												
		2.30283	1.80714												
		2.30688	1.80685												
		2.31093	1.80657												
		2.31499	1.80629												
		2.31904	1.80601												
		2.3231	1.80573												
		2.32715	1.80545												
		2.33121	1.80517												
		2.33526	1.80489												
		2.33932	1.80462												
		2.34337	1.80434												
		2.34743	1.80407												
		2.35148	1.8038												
		2.35554	1.80353												
		2.35959	1.80326												
		2.36365	1.80299												
		2.3677	1.80272												
		2.37176	1.80245												
		2.37581	1.80219												
		2.37987	1.80192												
		2.38392	1.80166												
		2.38798	1.8014												
		2.39204	1.80113												
		2.39609	1.80087												
		2.40015	1.80061												
