S0		A0		S1		S2		S3		S4		A1		A2		A3		A4	
477  Points		478  Points		404  Points		288  Points		221  Points		174  Points		435  Points		354  Points		239  Points		178  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
4.62832	2.05853	4.58684	2.04544	5.86546	2.6207							5.24952	2.34641	6.59714	2.94662				
4.64314	2.05841	4.60206	2.04554	5.87817	2.61781							5.26389	2.34514	6.60878	2.94218				
4.65796	2.05829	4.61727	2.04563	5.89089	2.61493							5.27828	2.3439	6.62043	2.93778				
4.67279	2.05817	4.63248	2.04572	5.90363	2.61209							5.29268	2.34266	6.63209	2.93341				
4.68762	2.05806	4.6477	2.04582	5.91639	2.60926							5.30709	2.34144	6.64376	2.92907				
4.70245	2.05795	4.66291	2.04591	5.92917	2.60647							5.32152	2.34024	6.65545	2.92477				
4.71729	2.05783	4.67811	2.046	5.94196	2.6037							5.33596	2.33904	6.66714	2.92049				
4.73213	2.05772	4.69332	2.04608	5.95476	2.60095							5.35042	2.33786	6.67885	2.91625				
4.74697	2.05762	4.70852	2.04617	5.96759	2.59823							5.36488	2.3367	6.69057	2.91205				
4.76182	2.05751	4.72372	2.04626	5.98042	2.59553							5.37936	2.33554	6.7023	2.90787				
4.77666	2.05741	4.73892	2.04634	5.99328	2.59286							5.39385	2.3344	6.71404	2.90372				
4.79152	2.05731	4.75412	2.04642	6.00615	2.59021							5.40836	2.33328	6.72579	2.89961				
4.80637	2.05721	4.76932	2.0465	6.01904	2.58758							5.42288	2.33216	6.73755	2.89553				
4.82123	2.05711	4.78451	2.04658	6.03194	2.58498							5.43741	2.33106	6.74933	2.89148				
4.83608	2.05701	4.79971	2.04666	6.04486	2.5824							5.45195	2.32997	6.76111	2.88745				
4.85095	2.05692	4.8149	2.04674	6.05779	2.57984							5.46651	2.32889	6.77291	2.88346				
4.86581	2.05683	4.83009	2.04682	6.07074	2.57731							5.48107	2.32782	6.78472	2.8795				
4.88068	2.05673	4.84528	2.04689	6.0837	2.5748							5.49565	2.32677	6.79655	2.87557				
4.89555	2.05664	4.86046	2.04697	6.09668	2.57231							5.51024	2.32573	6.80838	2.87167				
4.91042	2.05656	4.87565	2.04704	6.10968	2.56984							5.52485	2.32469	6.82023	2.86779				
4.92529	2.05647	4.89083	2.04711	6.12269	2.56739							5.53946	2.32367	6.83209	2.86395				
4.94017	2.05639	4.90601	2.04718	6.13572	2.56497							5.55409	2.32266	6.84396	2.86013				
4.95505	2.0563	4.92119	2.04725	6.14876	2.56256							5.56872	2.32166	6.85585	2.85635				
4.96993	2.05622	4.93637	2.04732	6.16182	2.56018							5.58337	2.32068	6.86774	2.85259				
4.98482	2.05614	4.95155	2.04739	6.17489	2.55782							5.59803	2.3197	6.87965	2.84886				
4.9997	2.05606	4.96672	2.04745	6.18797	2.55548							5.61271	2.31873	6.89157	2.84515				
5.01459	2.05598	4.9819	2.04752	6.20108	2.55316							5.62739	2.31778	6.90351	2.84148				
5.02948	2.05591	4.99707	2.04758	6.21419	2.55085							5.64208	2.31683	6.91546	2.83783				
5.04438	2.05583	5.01224	2.04765	6.22733	2.54857							5.65679	2.3159	6.92742	2.83421				
5.05927	2.05576	5.02741	2.04771	6.24047	2.54631							5.6715	2.31497	6.93939	2.83061				
5.07417	2.05569	5.04258	2.04777	6.25363	2.54407							5.68623	2.31405	6.95137	2.82705				
5.08907	2.05562	5.05774	2.04783	6.26681	2.54185							5.70097	2.31315	6.96337	2.82351				
5.10397	2.05555	5.07291	2.04789	6.28	2.53964							5.71571	2.31225	6.97538	2.81999				
5.11887	2.05548	5.08807	2.04795	6.2932	2.53746							5.73047	2.31137	6.98741	2.8165				
5.13378	2.05541	5.10323	2.04801	6.30642	2.53529							5.74524	2.31049	6.99944	2.81304				
5.14869	2.05534	5.11839	2.04806	6.31966	2.53314							5.76002	2.30962	7.01149	2.8096				
5.1636	2.05528	5.13355	2.04812	6.33291	2.53101							5.7748	2.30876	7.02355	2.80619				
5.17851	2.05522	5.14871	2.04817	6.34617	2.5289							5.7896	2.30791	7.03563	2.8028				
5.19342	2.05515	5.16387	2.04823	6.35944	2.52681							5.80441	2.30707	7.04772	2.79944				
5.20834	2.05509	5.17902	2.04828	6.37273	2.52473							5.81923	2.30624	7.05982	2.7961				
5.22325	2.05503	5.19418	2.04833	6.38604	2.52267							5.83406	2.30541	7.07193	2.79278				
5.23817	2.05497	5.20933	2.04838	6.39936	2.52063							5.8489	2.3046	7.08406	2.7895				
5.25309	2.05491	5.22448	2.04844	6.41269	2.51861							5.86374	2.30379	7.0962	2.78623				
5.26801	2.05486	5.23963	2.04849	6.42604	2.5166							5.8786	2.30299	7.10835	2.78299				
5.28294	2.0548	5.25478	2.04853	6.4394	2.51461							5.89347	2.3022						
5.29786	2.05474	5.26992	2.04858	6.45277	2.51264							5.90835	2.30142						
5.31279	2.05469	5.28507	2.04863	6.46616	2.51068							5.92323	2.30065						
5.32772	2.05464	5.30021	2.04868	6.47956	2.50874							5.93813	2.29988						
5.34265	2.05458	5.31536	2.04872	6.49297	2.50682							5.95303	2.29913						
5.35758	2.05453	5.3305	2.04877	6.5064	2.50491							5.96794	2.29838						
5.37252	2.05448	5.34564	2.04881	6.51984	2.50302							5.98286	2.29763						
5.38745	2.05443	5.36078	2.04886	6.5333	2.50115							5.99779	2.2969						
5.40239	2.05438	5.37592	2.0489	6.54677	2.49928							6.01273	2.29617						
5.41733	2.05434	5.39106	2.04894	6.56025	2.49744							6.02768	2.29545						
5.43227	2.05429	5.40619	2.04899	6.57374	2.49561							6.04264	2.29474						
5.44721	2.05424	5.42133	2.04903	6.58725	2.49379							6.05761	2.29403						
5.46216	2.0542	5.43646	2.04907	6.60077	2.49199							6.07258	2.29334						
5.4771	2.05415	5.4516	2.04911	6.6143	2.49021							6.08756	2.29264						
5.49205	2.05411	5.46673	2.04915	6.62785	2.48844							6.10255	2.29196						
5.50699	2.05406	5.48186	2.04919	6.64141	2.48668							6.11755	2.29128						
5.52194	2.05402	5.49699	2.04922	6.65498	2.48494							6.13256	2.29061						
5.53689	2.05398	5.51212	2.04926	6.66856	2.48321							6.14758	2.28995						
5.55184	2.05394	5.52724	2.0493	6.68216	2.4815							6.1626	2.28929						
5.5668	2.0539	5.54237	2.04934	6.69577	2.4798							6.17763	2.28864						
5.58175	2.05386	5.5575	2.04937	6.70939	2.47812							6.19267	2.288						
5.59671	2.05382	5.57262	2.04941	6.72302	2.47644							6.20772	2.28736						
5.61166	2.05378	5.58774	2.04944	6.73667	2.47478							6.22278	2.28673						
5.62662	2.05374	5.60287	2.04948	6.75033	2.47314							6.23784	2.2861						
5.64158	2.05371	5.61799	2.04951	6.764	2.47151							6.25291	2.28548						
5.65654	2.05367	5.63311	2.04954	6.77768	2.46989							6.26799	2.28487						
5.6715	2.05363	5.64823	2.04957	6.79137	2.46828							6.28307	2.28426						
5.68646	2.0536	5.66335	2.04961	6.80508	2.46669							6.29817	2.28366						
5.70143	2.05356	5.67846	2.04964	6.8188	2.46511							6.31327	2.28307						
5.71639	2.05353	5.69358	2.04967	6.83253	2.46354							6.32838	2.28248						
5.73136	2.0535	5.7087	2.0497	6.84627	2.46199							6.34349	2.28189						
5.74633	2.05346	5.72381	2.04973	6.86003	2.46045							6.35861	2.28132						
5.7613	2.05343	5.73893	2.04976	6.87379	2.45892							6.37375	2.28074						
5.77626	2.0534	5.75404	2.04979	6.88757	2.4574							6.38888	2.28018						
5.79124	2.05337	5.76915	2.04982	6.90136	2.45589							6.40403	2.27961						
5.80621	2.05334	5.78426	2.04984	6.91516	2.4544							6.41918	2.27906						
5.82118	2.05331	5.79937	2.04987	6.92897	2.45292							6.43434	2.27851						
5.83615	2.05328	5.81448	2.0499	6.94279	2.45144							6.4495	2.27796						
5.85113	2.05325	5.82959	2.04993	6.95663	2.44999							6.46467	2.27742						
5.8661	2.05322	5.8447	2.04995	6.97047	2.44854							6.47985	2.27689						
5.88108	2.05319	5.85981	2.04998	6.98433	2.4471							6.49504	2.27636						
5.89606	2.05317	5.87491	2.05	6.9982	2.44568							6.51023	2.27583						
5.91104	2.05314	5.89002	2.05003	7.01207	2.44426							6.52543	2.27531						
5.92602	2.05311	5.90512	2.05005	7.02596	2.44286							6.54063	2.2748						
5.941	2.05309	5.92023	2.05008	7.03986	2.44147							6.55584	2.27429						
5.95598	2.05306	5.93533	2.0501	7.05378	2.44009							6.57106	2.27378						
5.97096	2.05304	5.95043	2.05013	7.0677	2.43872							6.58628	2.27328						
5.98594	2.05301	5.96554	2.05015	7.08163	2.43736							6.60151	2.27279						
6.00093	2.05299	5.98064	2.05017	7.09557	2.43601							6.61675	2.27229						
6.01591	2.05296	5.99574	2.05019	7.10953	2.43467							6.63199	2.27181						
6.0309	2.05294	6.01084	2.05022									6.64724	2.27133						
6.04588	2.05292	6.02594	2.05024									6.6625	2.27085						
6.06087	2.05289	6.04103	2.05026									6.67776	2.27037						
6.07586	2.05287	6.05613	2.05028									6.69302	2.26991						
6.09085	2.05285	6.07123	2.0503									6.7083	2.26944						
6.10584	2.05283	6.08632	2.05032									6.72358	2.26898						
6.12083	2.05281	6.10142	2.05034									6.73886	2.26853						
6.13582	2.05278	6.11651	2.05036									6.75415	2.26807						
6.15081	2.05276	6.13161	2.05038									6.76945	2.26763						
6.1658	2.05274	6.1467	2.0504									6.78475	2.26718						
6.1808	2.05272	6.16179	2.05042									6.80006	2.26674						
6.19579	2.0527	6.17689	2.05044									6.81537	2.26631						
6.21079	2.05268	6.19198	2.05046									6.83069	2.26588						
6.22578	2.05267	6.20707	2.05047									6.84601	2.26545						
6.24078	2.05265	6.22216	2.05049									6.86134	2.26502						
6.25578	2.05263	6.23725	2.05051									6.87668	2.2646						
6.27077	2.05261	6.25234	2.05053									6.89202	2.26419						
6.28577	2.05259	6.26743	2.05054									6.90736	2.26377						
6.30077	2.05258	6.28251	2.05056									6.92271	2.26337						
6.31577	2.05256	6.2976	2.05058									6.93807	2.26296						
6.33077	2.05254	6.31269	2.05059									6.95343	2.26256						
6.34577	2.05253	6.32777	2.05061									6.96879	2.26216						
6.36077	2.05251	6.34286	2.05062									6.98417	2.26177						
6.37578	2.05249	6.35795	2.05064									6.99954	2.26138						
6.39078	2.05248	6.37303	2.05065									7.01492	2.26099						
6.40578	2.05246	6.38811	2.05067									7.03031	2.2606						
6.42079	2.05245	6.4032	2.05068									7.0457	2.26022						
6.43579	2.05243	6.41828	2.0507									7.0611	2.25985						
6.4508	2.05242	6.43336	2.05071									7.0765	2.25947						
6.4658	2.0524	6.44844	2.05072									7.0919	2.2591						
6.48081	2.05239	6.46353	2.05074									7.10731	2.25873						
6.49582	2.05238	6.47861	2.05075																
6.51082	2.05236	6.49369	2.05076																
6.52583	2.05235	6.50877	2.05078																
6.54084	2.05234	6.52385	2.05079																
6.55585	2.05232	6.53893	2.0508																
6.57086	2.05231	6.55401	2.05081																
6.58587	2.0523	6.56908	2.05083																
6.60088	2.05228	6.58416	2.05084																
6.61589	2.05227	6.59924	2.05085																
6.6309	2.05226	6.61431	2.05086																
6.64591	2.05225	6.62939	2.05087																
6.66093	2.05224	6.64447	2.05088																
6.67594	2.05223	6.65954	2.0509																
6.69095	2.05221	6.67462	2.05091																
6.70597	2.0522	6.68969	2.05092																
6.72098	2.05219	6.70477	2.05093																
6.73599	2.05218	6.71984	2.05094																
6.75101	2.05217	6.73491	2.05095																
6.76602	2.05216	6.74999	2.05096																
6.78104	2.05215	6.76506	2.05097																
6.79606	2.05214	6.78013	2.05098																
6.81107	2.05213	6.7952	2.05099																
6.82609	2.05212	6.81028	2.051																
6.84111	2.05211	6.82535	2.05101																
6.85613	2.0521	6.84042	2.05101																
6.87114	2.05209	6.85549	2.05102																
6.88616	2.05209	6.87056	2.05103																
6.90118	2.05208	6.88563	2.05104																
6.9162	2.05207	6.9007	2.05105																
6.93122	2.05206	6.91577	2.05106																
6.94624	2.05205	6.93083	2.05107																
6.96126	2.05204	6.9459	2.05107																
6.97628	2.05204	6.96097	2.05108																
6.9913	2.05203	6.97604	2.05109																
7.00633	2.05202	6.99111	2.0511																
7.02135	2.05201	7.00617	2.0511																
7.03637	2.052	7.02124	2.05111																
7.05139	2.052	7.03631	2.05112																
7.06642	2.05199	7.05137	2.05113																
7.08144	2.05198	7.06644	2.05113																
7.09646	2.05198	7.08151	2.05114																
7.11149	2.05197	7.09657	2.05115																
		7.11164	2.05115																
